part,information,link
R713192A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Design:
                                                        

                                                            Offset Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Series:
                                                        

                                                            1.8HP",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"kW Rating (kW):
                                                        

                                                            1.3kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"OE Manufacturer:
                                                        

                                                            Chrysler",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Number Of Pinion Teeth:
                                                        

                                                            10",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
R713192A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r713192a?pos=20
